,ap_syndicated,collect_date,feeds,guid,language,media_id,media_name,media_url,processed_stories_id,publish_date,stories_id,story_tags,title,url,word_count,metadata
0,False,2019-07-30 13:47:41.081623,,1.5230335,en,380700,Calgary - CBC News,http://www.cbc.ca/news/canada/calgary,1745022108,2019-07-30 13:05:28,1352332672,[],Teen driver charged following collision near Shakespeare: OPP,https://www.cbc.ca/news/canada/kitchener-waterloo/teen-driver-charged-following-collision-near-shakespeare-opp-say-1.5230335?cmp=rss,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
1,False,2019-08-25 07:30:47.132186,,http://entretenimento.uol.com.br/noticias/redacao/2019/08/25/sem-feige-sem-stark-o-sera-do-homem-aranha-longe-do-mcu.htm,pt,83367,UOL Economia: encontre orientações e notícias sobre economia - UOL Economia,http://economia.uol.com.br,1767367195,2019-08-25 07:16:28,1373933418,[],"Disputa Disney x Sony | Sem Feige, sem Stark: o que será do Homem-Aranha longe do MCU",http://entretenimento.uol.com.br/noticias/redacao/2019/08/25/sem-feige-sem-stark-o-sera-do-homem-aranha-longe-do-mcu.htm,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
2,False,2019-06-27 06:02:19.455543,,http://gori.me/apple/apple-news/118366,ja,371465,gori.me（ゴリミー）,http://gori.me/,1714812296,2019-06-26 18:44:19,1323127901,[],ARMのリード・アーキテクトだったMike Filippo氏、Appleに転職へ,http://gori.me/apple/apple-news/118366,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
3,False,2019-07-30 14:40:52.601122,,http://feeds.tsf.pt/~r/TSF-Portugal/~3/Kc27nO9OH38/conselho-nacional-promete-ser-tenso-e-com-jogadas-de-bastidores-11165377.html,pt,41560,tsfPT,http://www.tsf.pt/paginainicial/,1745048268,2019-07-30 15:34:00,1352357201,[],Conselho Nacional promete ser tenso e com jogadas de bastidores,http://feeds.tsf.pt/~r/TSF-Portugal/~3/Kc27nO9OH38/conselho-nacional-promete-ser-tenso-e-com-jogadas-de-bastidores-11165377.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
4,False,2019-08-23 11:48:16.703910,,20595394-ceeb-4817-ac26-f64e9afae1f0,en,104147,Toronto Star Blogs,http://thestar.blogs.com,1766039481,2019-08-23 11:42:43,1372664780,[],What the Fed could learn from Canada,https://www.thestar.com/business/economy/opinion/2019/08/23/what-the-fed-could-learn-from-canada.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
5,False,2019-07-16 11:37:27.258954,,"
	  c6e984f1e09c37a889513ead76156906	",hi,271181,"Money Bhaskar: Latest Business News In Hindi, Stock Market Update And Economy News In Hindi",http://business.bhaskar.com/,1732285991,2019-07-16 11:37:22,1340102884,[], एमजीएम बालको स्कूल के 13 छात्र राज्य स्तरीय फुटबाल स्पर्धा में दिखाएंगे जौहर ,https://www.bhaskar.com/chhatisgarh/korba/news/chhattisgarh-news-13-students-of-mgm-balco-school-will-show-up-at-state-level-soccer-competition-071506-5010690.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
6,False,2019-05-07 04:40:24.957439,,https://www.yjc.ir/fa/news/6924752/فرانسه-از-چین-و-آمریکا-خواست-از-تنش‌های-تجاری-اجتناب-کنند,fa,40600,yjc,http://www.yjc.ir/news/Default.aspx,1661651559,2019-05-07 04:19:22,1276195278,[],فرانسه از چین و آمریکا خواست از تنش‌های تجاری اجتناب کنند,https://www.yjc.ir/fa/news/6924752/فرانسه-از-چین-و-آمریکا-خواست-از-تنش‌های-تجاری-اجتناب-کنند,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
7,False,2019-01-10 15:06:10.127870,,http://feeds.bizjournals.com/~r/industry_10/~3/r3__O-dLoAY/austin-restaurateurs-offer-advice-to.html,en,659602,Denver Business Journal,http://www.bizjournals.com/denver/,1767130890,2013-11-08 06:00:00,1143795054,[],Austin restaurateurs offer advice to eat up,http://feeds.bizjournals.com/~r/industry_10/~3/r3__O-dLoAY/austin-restaurateurs-offer-advice-to.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
8,False,2019-07-31 12:29:30.953823,,http://www.haberler.com/flash-2-12293409-haberi/,tr,39736,sondakika,http://www.sondakika.com,1745948846,2019-07-31 12:29:30,1353236157,[],flash,http://www.haberler.com/flash-2-12293409-haberi/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
9,False,2019-07-30 15:02:16.929204,,https://www.bizjournals.com/cincinnati/news/2019/07/30/90-million-office-tower-planned-for-the-banks.html?ana=RSS&s=article_search,en,659869,Orlando Business Journal,http://www.bizjournals.com/orlando/,1745065821,2019-07-30 14:38:22,1352376305,[],$90 million office tower planned for the Banks: PHOTOS,http://feeds.bizjournals.com/~r/industry_20/~3/OZF62lyDD1I/90-million-office-tower-planned-for-the-banks.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
10,False,2019-08-05 03:14:52.048319,,https://www.mk-yamal.ru/incident/2019/08/05/neizvestnyy-sbil-v-salekharde-16letnyuyu-devochku-i-skrylsya.html,ru,655697,MK - Russia (Serpukhov),http://serp.mk.ru/,1750012053,2019-08-05 00:59:15,1357036291,[],Неизвестный сбил в Салехарде 16-летнюю девочку и скрылся,https://www.mk-yamal.ru/incident/2019/08/05/neizvestnyy-sbil-v-salekharde-16letnyuyu-devochku-i-skrylsya.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
11,False,2019-02-27 23:25:06.100509,,https://www.zeit.de/2018/07/afd-sachsen-landtagswahl-radikalitaet?wt_zmc=sm.ext.zonaudev.twitter.ref.zeitde.share.link.x,de,38697,zeit,http://www.zeit.de/index,1499307018,2018-07-15 00:00:00,1209599621,[],AfD Sachsen: Maier hoch drei,https://www.zeit.de/2018/07/afd-sachsen-landtagswahl-radikalitaet?wt_zmc=sm.ext.zonaudev.twitter.ref.zeitde.share.link.x,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
12,False,2019-07-04 18:38:27.117146,,http://www.abc.net.au/news/2019-07-05/wimbledon-nick-kyrgios-rafa-nadal-ash-barty/11280820,en,652983,ABC Australian Capital Territory,http://www.abc.net.au/news/act/,1721918459,2019-07-04 18:32:22,1329963486,[],Ash Barty flying under the radar as Kyrgios sideshow ends,http://www.abc.net.au/news/2019-07-05/wimbledon-nick-kyrgios-rafa-nadal-ash-barty/11280820,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
13,False,2019-07-30 14:43:04.580737,,atv-news-383753,hu,39663,magyaratv,http://atv.hu/site/,1745053701,2019-07-30 14:36:00,1352364517,[]," Gyárfás ügyvédje: Aki a vádiratot alkotta, nem biztos, hogy az ügy minden részletét megismerte ",http://www.atv.hu/belfold/20190730-gyarfas-ugyvedje-aki-a-vadiratot-alkotta-nem-biztos-hogy-az-ugy-minden-reszletet-megismerte,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
14,False,2019-08-23 10:50:18.210388,,http://oshiete.goo.ne.jp/qa/11263234.html,ja,57879,oshiete.goo.ne.jp,http://oshiete.goo.ne.jp/,1765998264,2019-08-23 10:29:05,1372623636,[],携帯電話の乗り換えと機種変についてです。 今のキャリアは、SoftBankですが、auに乗り換えをし,http://oshiete.goo.ne.jp/qa/11263234.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
15,False,2011-06-24 03:04:15,,http://www.delawareonline.com/article/20110623/NEWS/110623013/1010/rss0905,en,106,"The News Journal - New Castle, DA",http://www.delawareonline.com/apps/pbcs.dll/frontpage,633225234,2011-06-23 13:11:00,37908492,[],Power problems halt Amtrak trains ,http://www.delawareonline.com/article/20110623/NEWS/110623013/1010/rss0905,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
16,False,2017-03-09 10:41:15.300465,,http://filmnegah.com/Articles/News/6538,fa,61829,Balatarin,http://balatarin.com/,886414157,2017-03-09 10:28:30,591493594,[],اوما تورمن در برابر دوربین لارس فون‌تریه,http://www.balatarin.com/permlink/2017/3/9/4457037,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
17,False,2018-07-15 04:43:54.639348,,https://www.jiji.com/jc/article?k=2018071500313&g=spo,ja,371529,CEEK.JP NEWS ニュースヘッドライン,http://news.ceek.jp/rss/index.rdf,1290491569,2018-07-15 04:26:00,928397844,[],日本通運など2回戦へ＝都市対抗野球 （時事通信）,https://www.jiji.com/jc/article?k=2018071500313&g=spo,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
18,False,2017-06-19 10:16:52.415496,,http://english.aawsat.com/?p=55376946,en,41468,asharq-e,http://www.asharq-e.com/,941824768,2017-06-19 10:00:35,644804517,[],José Mourinho and Mike Tyson are the Heavyweights of Counter-punching,https://english.aawsat.com/barney-ronay/lifestyle-culture/sports/jose-mourinho-mike-tyson-heavyweights-counter-punching,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
19,True,2017-05-12 14:18:31.866949,,http://www.washingtontimes.com/news/2017/may/12/ricketts-nebraska-will-benefit-from-exporting-beef/?utm_source=RSS_Feed&utm_medium=RSS,en,101,Washington Times,http://www.washingtontimes.com/,921984811,2017-05-12 12:33:20,623312111,[],Ricketts: Nebraska will benefit from exporting beef to China,http://www.washingtontimes.com/news/2017/may/12/ricketts-nebraska-will-benefit-from-exporting-beef/?utm_source=RSS_Feed&utm_medium=RSS,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
20,False,2017-03-09 09:12:21.889045,,57559218,en,91093,blogs.economictimes.indiatimes.com,http://blogs.economictimes.indiatimes.com/#spider,886370563,2017-03-09 08:41:31,591459936,[],Punjab exit poll: C-Voter predicts majority for AAP,http://timesofindia.indiatimes.com/videos/news/punjab-exit-poll-c-voter-predicts-majority-for-aap/videoshow/57559218.cms,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
21,False,2017-03-09 10:10:53.002952,,https://inopressa.ru/article/09Mar2017/welt/deutschland.html?utm_source=rss,en,41890,inopressa,http://www.inopressa.ru,886388741,2017-03-09 12:53:00,591476412,[],ИГИЛ* еще активнее берет Германию на прицел,https://inopressa.ru/article/09Mar2017/welt/deutschland.html?utm_source=rss,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
22,False,2017-03-09 06:39:21.589863,,http://ovaciones.com/?p=53294,es,239292,DIARIO OVACIONES,http://www.ovaciones.com,886292997,2017-03-09 06:10:47,591384833,[],"Benfica y jiménez, fuera",http://ovaciones.com/benfica-y-jimenez-fuera/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
23,False,2022-06-10 17:30:41.213450,,https://rpp.pe/1411007,es,55939,rpp.com.pe,http://rpp.com.pe/,2731211045,2022-06-10 17:02:05,2334706517,[],Arequipa: ¿Qué implica el estado de emergencia en Caravelí y Atico por la muerte de 14 personas?,https://rpp.pe/peru/arequipa/arequipa-que-implica-el-estado-de-emergencia-en-caraveli-y-atico-por-la-muerte-de-14-personas-noticia-1411007,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
24,False,2022-06-12 21:29:29.992621,,https://borkena.com/?p=48510,en,673958,borkena.com,http://borkena.com/,2732556698,2022-06-12 20:48:02,2336233902,[],"Andualem Aragie remarks on recent political dev’ts . “We are returning to the path from yesterday,” he says",https://borkena.com/2022/06/12/andualem-aragie-remarks-on-recent-political-developments/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
25,False,2022-06-06 09:06:43.583094,,https://sochi.mk.ru/incident/2022/06/06/v-sochi-na-mostu-stolknulis-passazhirskiy-avtobus-i-2-legkovushki.html,ru,655699,MK - Russia (Nizhnii Novgorod),http://nn.mk.ru/,2727142882,2022-06-06 08:56:01,2330173315,[],В Сочи на мосту столкнулись пассажирский автобус и 2 легковушки,https://sochi.mk.ru/incident/2022/06/06/v-sochi-na-mostu-stolknulis-passazhirskiy-avtobus-i-2-legkovushki.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
26,False,2022-06-09 17:33:14.499852,,https://www.nenoticias.com.br/policia-civil-prende-suspeito-de-roubos-a-motoristas-de-aplicativo/?utm_source=rss&utm_medium=rss&utm_campaign=policia-civil-prende-suspeito-de-roubos-a-motoristas-de-aplicativo,pt,654824,NE Noticias,http://www.nenoticias.com.br/,2730332511,2022-06-09 15:08:32,2333721428,[],Polícia Civil prende suspeito de roubos a motoristas de aplicativo,https://www.nenoticias.com.br/policia-civil-prende-suspeito-de-roubos-a-motoristas-de-aplicativo/?utm_source=rss&utm_medium=rss&utm_campaign=policia-civil-prende-suspeito-de-roubos-a-motoristas-de-aplicativo,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
27,False,2022-06-20 11:58:01.662973,,https://www.nieuwsblad.be/cnt/dmf20220620_95637119,nl,39138,nieuwsblad,http://www.nieuwsblad.be,2739054750,2022-06-20 11:39:09,2343434140,[],Gezellig verpozen op diverse beurzen aan Stadionvijvers,https://www.nieuwsblad.be/cnt/dmf20220620_95637119,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
28,False,2022-06-05 03:29:30.581175,,3856600,ta,656300,Dinamani,http://www.dinamani.com/,2726286803,2022-06-05 03:26:28.048623,2329208975,[],சேலம்: 50 வருடத்திற்குப் பின் முன்னாள் மாணவர்கள் சந்திப்பு,https://www.dinamani.com/all-editions/edition-dharmapuri/salem/2022/jun/05/salem-alumni-reunion-after-50-years-3856600.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
29,False,2022-06-03 09:10:54.954231,,https://www.lanacion.com.ar/agencias/iran-promete-una-respuesta-inmediata-ante-cualquier-accion-politica-de-oiea-ministerio-nid03062022/,es,40717,lanacion-AR,http://www.lanacion.com.ar/,2725075432,2022-06-03 09:09:14,2327854145,[],"Irán promete una respuesta ""inmediata"" ante cualquier acción ""política"" de OIEA (ministerio)",https://www.lanacion.com.ar/agencias/iran-promete-una-respuesta-inmediata-ante-cualquier-accion-politica-de-oiea-ministerio-nid03062022/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
30,False,2022-06-15 06:41:16.368981,,https://ina-online.net/?p=607262,sq,624074,Iliria News Agency,http://www.ina-online.net/,2734735063,2022-06-15 06:07:01,2338633384,[],A do të merr Maqedonia datë për fillim të negociatave me BE-në këtë muaj? Grliq-Radman: Teknikisht gjithçka është e mundur,https://ina-online.net/a-do-te-merr-maqedonia-date-per-fillim-te-negociatave-me-be-ne-kete-muaj-grliq-radman-teknikisht-gjithcka-eshte-e-mundur/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
31,False,2022-05-29 03:09:01.674285,,https://www.mirror.co.uk/sport/football/news/pep-guardiola-makes-new-champions-27089807,en,40876,themirror,http://www.mirror.co.uk/,2720370105,2022-05-29 02:30:00,2322591309,[],Pep Guardiola makes new Champions League admission but again refutes Man City 'failures' tag,https://www.mirror.co.uk/sport/football/news/pep-guardiola-makes-new-champions-27089807,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
32,False,2022-05-07 10:52:15.294593,,https://www.larena.it/territori/villafranchese/dal-gelo-dell-antartide-al-consiglio-comunale-1.9244997,it,40823,larena,http://www.larena.it/,2701208801,2022-03-08 20:37:09,2301304897,[],Dal gelo dell’Antartide  al consiglio comunale,https://www.larena.it/territori/villafranchese/dal-gelo-dell-antartide-al-consiglio-comunale-1.9244997,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
33,False,2022-06-13 21:08:07.228680,,https://www.nytimes.com/2022/06/13/nyregion/republican-governor-debate-ny.html,en,1,New York Times,http://nytimes.com,2733429659,2022-06-13 20:40:56,2337203555,[],Fealty to Trump Arises as Litmus Test in G.O.P. Debate for N.Y. Governor,https://www.nytimes.com/2022/06/13/nyregion/republican-governor-debate-ny.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
34,False,2022-06-01 13:53:34.866503,,https://www.dattelner-morgenpost.de/dortmund/jagd-und-hund-in-dortmund-groesste-jagdmesse-europas-ist-zurueck-w-7000196695/,de,385537,Dattelner Morgenpost,http://www.dattelner-morgenpost.de/,2723430555,2022-06-01 13:23:00,2326006965,[],Größte Jagdmesse Europas ist zurück: „Frauen sind die besseren Hundeführer“,https://www.dattelner-morgenpost.de/dortmund/jagd-und-hund-in-dortmund-groesste-jagdmesse-europas-ist-zurueck-w1760078-p-7000196695/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
35,False,2022-06-10 18:39:06.035491,,https://economia.uol.com.br/mais/ultimas-noticias/2022/06/10/acao-positivo-tecnologia-hoje-cotacao-ibovespa.htm,pt,83358,"UOL Notícias: As notícias e imagens mais importantes de Política, Cotidiano e Internacional em tempo real - UOL Notícias",http://noticias.uol.com.br,2731250134,2022-06-10 18:28:25.555395,2334752311,[],"Positivo Tecnologia: ação fecha em queda de 6,39% nesta sexta; veja valores",https://economia.uol.com.br/mais/ultimas-noticias/2022/06/10/acao-positivo-tecnologia-hoje-cotacao-ibovespa.htm,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
36,False,2022-06-08 12:28:54.454126,,http://www.ksilbo.co.kr/news/articleView.html?idxno=937695,ko,657932,Kyungsang Ilbo,http://www.ksilbo.co.kr/,2729213673,2022-06-08 20:10:02,2332458914,[],폐기물처리 업체 ‘중복규제’ 완화된다,http://www.ksilbo.co.kr/news/articleView.html?idxno=937695,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
37,False,2022-06-15 21:07:40.442049,,https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2psLThXN0JSR3UzNGVCcV9RYmp5Z0FQAQ?oc=5,ko,651275,Google - South Korea,https://news.google.com/news/?ned=kr,2735400171,2022-06-15 18:07:11,2339370035,[],"'김건희 리스크' 경고 속에서도 한국경제 ""지나친 시비걸기"" - 미디어오늘",https://news.google.com/__i/rss/rd/articles/CBMiPmh0dHA6Ly93d3cubWVkaWF0b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzA0NTAy0gFBaHR0cDovL3d3dy5tZWRpYXRvZGF5LmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0zMDQ1MDI?oc=5,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
38,False,2022-06-05 11:25:25.236860,,https://www.vilaweb.cat/noticies/vilalta-erc-nova-direccio-junts/,ca,40244,VilaWeb,http://www.vilaweb.cat/ep/,2726513639,2022-06-05 07:06:49,2329464524,[],Vilalta demana a la nova direcció de Junts que “no s’equivoquin d’adversaris” i “lleialtat” al govern,https://www.vilaweb.cat/noticies/vilalta-erc-nova-direccio-junts/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
39,False,2022-06-13 14:41:32.272948,,https://www.infobae.com/america/agencias/2022/06/13/tras-despedirse-de-la-juventus-chiellini-inicia-nueva-etapa-en-el-los-angeles-fc/,es,695713,Revista Gente,https://www.infobae.com/gente/,2733219018,2022-06-13 14:26:21,2336959379,[],"Tras despedirse de la Juventus, Chiellini inicia nueva etapa en el Los Angeles FC",https://www.infobae.com/america/agencias/2022/06/13/tras-despedirse-de-la-juventus-chiellini-inicia-nueva-etapa-en-el-los-angeles-fc/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
40,False,2022-06-16 07:43:16.191748,,https://www.indiatoday.in/science/story/australian-scientists-develop-model-to-spot-soft-corals-most-at-risk-of-bleaching-1963181-2022-06-16?utm_source=rss,en,271587,Auto Today - Auto News Reviews New Launches Tips & Tricks,http://indiatoday.intoday.in/auto/,2735776033,2022-06-16 07:08:05,2339782162,[],Australian scientists develop model to spot soft corals most at risk of bleaching,https://www.indiatoday.in/science/story/australian-scientists-develop-model-to-spot-soft-corals-most-at-risk-of-bleaching-1963181-2022-06-16?utm_source=rss,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
41,False,2022-06-15 09:36:10.981289,,https://www.ksal.com/?p=97511,en,159675,ksal.com,http://ksal.com/,2734902820,2022-06-15 05:41:19,2338810105,[],High Wheat Quality Expected Despite Yield Drop,https://www.ksal.com/high-wheat-quality-expected-despite-yield-drop/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
42,False,2022-06-09 15:31:32.115760,,https://www.bizjournals.com/triangle/news/2022/06/09/new-pizza-spot-in-raleigh-takes-over-sub-conscious.html?ana=RSS&s=article_search,en,28184,Albany Business News - The Business Review,http://www.bizjournals.com/albany/,2730263511,2022-06-09 15:04:41,2333635096,[],New pizza spot in Raleigh takes over Sub Conscious space on Hillsborough St.,https://www.bizjournals.com/triangle/news/2022/06/09/new-pizza-spot-in-raleigh-takes-over-sub-conscious.html?ana=RSS&s=article_search,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
43,False,2022-06-11 14:28:01.524329,,1893eb5c5c9534a0517681324a0d10b7,it,665241,www.ladigetto.it,http://www.ladigetto.it,2731809926,2022-06-11 13:33:00,2335356550,[],De Varennes: «L'Autonomia esempio per la comunità internazionale»,https://www.ladigetto.it/alto-adige/123202-de-varennes%3A-%C2%ABl%26%23039%3Bautonomia-esempio-per-la-comunit%C3%A0-internazionale%C2%BB.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
44,False,2022-06-09 11:49:15.001718,,/putin-niespodziewanie-odwolal-coroczna-serie-pytan-od-obywateli-jaki-byl-tego-powod/ar/c1-16426475,pl,40901,expressilustrowany,http://expressilustrowany.pl/,2730095119,2022-06-09 11:46:49,2333454517,[],Putin niespodziewanie odwołał coroczną serię pytań od obywateli. Jaki był tego powód?,https://expressilustrowany.pl/putin-niespodziewanie-odwolal-coroczna-serie-pytan-od-obywateli-jaki-byl-tego-powod/ar/c1-16426475,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
45,False,2022-06-06 04:57:13.714266,,art-22928127,sk,60677,andreakalavska.blog.sme.sk,http://andreakalavska.blog.sme.sk/,2726947192,2022-06-06 04:03:00,2329959508,[],"PCR testy odhalili 28 infikovaných koronavírusom, nepribudla žiadna nová obeť",https://domov.sme.sk/c/22928127/koronavirus-nove-pripady-slovensko-covid-omikron-6-jun.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
46,False,2017-09-24 01:18:02.621298,,http://www.afpbb.com/articles/-/3144033,ja,371529,CEEK.JP NEWS ニュースヘッドライン,http://news.ceek.jp/rss/index.rdf,1003432699,2017-09-24 01:04:00,695347970,[],シティ、最下位パレスに5発大勝 得失点差で首位に （AFP通信）,http://www.afpbb.com/articles/-/3144033,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
47,False,2017-10-11 07:17:12.060715,,http://www.boe.es//borme/dias/2017/10/11/pdfs/BORME-A-2017-195-18.pdf,es,18651,boe.es,http://www.boe.es,1016693592,2017-10-10 18:00:00,704527247,[],GRANADA,http://www.boe.es//borme/dias/2017/10/11/pdfs/BORME-A-2017-195-18.pdf,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
